Fund Holdings as of,"May 20, 2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Par Value,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"G92","CHINA AVIATION OIL CORP LTD","Energy","Equity","2,277.37","0.00","2,277.37","1,451.00","1,451.00","1.57","Singapore","Singapore Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","SGD","-","Dec 6, 2001"
"2585","LIFEDRINK COMPANY INC","Consumer Staples","Equity","2,262.95","0.00","2,262.95","238.00","238.00","9.51","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Dec 21, 2021"
"BITF","KEEL INFRASTRUCTURE LTD","Information Technology","Equity","2,247.35","0.00","2,247.35","387.00","387.00","5.80","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Jul 16, 2019"
"H22","HONG LEONG ASIA LTD","Industrials","Equity","2,234.12","0.00","2,234.12","876.00","876.00","2.55","Singapore","Singapore Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","SGD","-","Mar 9, 1998"
"WAVE","WAVESTONE SA","Information Technology","Equity","2,234.12","0.00","2,234.12","43.00","43.00","52.23","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","-"
"9409","TV ASAHI HOLDINGS CORP","Communication","Equity","2,205.30","0.00","2,205.30","112.00","112.00","19.74","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Oct 3, 2000"
"9110","NS UNITED KAIUN KAISHA LTD","Industrials","Equity","2,190.88","0.00","2,190.88","44.00","44.00","49.36","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"SFL","SAFILO GROUP","Consumer Discretionary","Equity","2,176.47","0.00","2,176.47","1,164.00","1,164.00","1.87","Italy","Borsa Italiana","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Dec 9, 2005"
"AMRM","AMRAM AVRAHAM CONSTRUCTION COMPANY","Real Estate","Equity","2,176.47","0.00","2,176.47","154.00","154.00","14.10","Israel","Tel Aviv Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","ILS","-","May 20, 2024"
"1968","TAIHEI DENGYO LTD","Industrials","Equity","2,162.06","0.00","2,162.06","136.00","136.00","15.93","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"DNYA","DANYA CEBUS LTD","Industrials","Equity","2,133.23","0.00","2,133.23","45.00","45.00","47.89","Israel","Tel Aviv Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","ILS","-","Mar 1, 2021"
"8278","FUJI (EHIME) LTD","Consumer Staples","Equity","2,118.82","0.00","2,118.82","159.00","159.00","13.29","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Dec 6, 1989"
"VLA","VALNEVA","Health Care","Equity","2,118.82","0.00","2,118.82","733.00","733.00","2.89","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jun 29, 2007"
"YNGA","YOUNG AND COS BREWERY PLC","Consumer Discretionary","Equity","2,104.40","0.00","2,104.40","215.00","215.00","9.78","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Jan 2, 1985"
"FSG","FORESIGHT GROUP HOLDINGS LTD","Financials","Equity","2,075.57","0.00","2,075.57","381.00","381.00","5.45","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Feb 4, 2021"
"PHN","PHARMANUTRA","Consumer Staples","Equity","2,061.16","0.00","2,061.16","20.00","20.00","102.26","Italy","Borsa Italiana","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jul 18, 2017"
"SBEN","SHIKUN & BINUI ENERGY LTD","Industrials","Equity","2,061.16","0.00","2,061.16","1,538.00","1,538.00","1.34","Israel","Tel Aviv Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","ILS","-","Aug 4, 2022"
"2510","T.S. LINES LTD","Industrials","Equity","2,061.16","0.00","2,061.16","1,824.00","1,824.00","1.13","Hong Kong","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","Nov 1, 2024"
"BVS","BRAVURA SOLUTIONS LTD","Information Technology","Equity","2,046.75","0.00","2,046.75","1,304.00","1,304.00","1.57","Australia","Asx - All Markets","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","AUD","-","Nov 16, 2016"
"9551","METAWATER LTD","Industrials","Equity","2,032.33","0.00","2,032.33","100.00","100.00","20.37","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Dec 19, 2014"
"6330","TOYO ENGINEERING CORP","Industrials","Equity","2,003.51","0.00","2,003.51","157.00","157.00","12.75","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"CRED A","CREADES CLASS A","Financials","Equity","2,003.51","0.00","2,003.51","241.00","241.00","8.32","Sweden","Nasdaq Omx Nordic","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","SEK","-","-"
"8566","RICOH LEASING LTD","Financials","Equity","1,974.68","0.00","1,974.68","51.00","51.00","38.40","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Feb 2, 1996"
"MEDCL","MEDINCELL SA","Health Care","Equity","1,960.26","0.00","1,960.26","63.00","63.00","31.30","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Oct 8, 2018"
"1946","TOENEC CORP","Industrials","Equity","1,945.85","0.00","1,945.85","142.00","142.00","13.71","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"1965","TECHNO RYOWA LTD","Industrials","Equity","1,931.44","0.00","1,931.44","52.00","52.00","37.15","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Apr 15, 1991"
"NZD","NZD CASH","Cash and/or Derivatives","Cash","1,931.44","0.00","1,931.44","24.00","24.00","80.66","New Zealand","-","CAD","0.00","2.47","-","-","0.00","0.00","-","2.47","0.00","2.47","NZD","-","Jan 1, 1990"
"AP4","RIVERSTONE HOLDINGS LTD","Health Care","Equity","1,902.61","0.00","1,902.61","2,643.00","2,643.00","0.72","Singapore","Singapore Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","SGD","-","Nov 20, 2006"
"182400","NKGEN BIOTECH KOREA","Health Care","Equity","1,897.46","0.00","1,897.46","394.00","394.00","4.81","Korea (South)","Korea Exchange (Kosdaq)","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","KRW","-","-"
"YSN","SECUNET SECURITY AG","Information Technology","Equity","1,888.20","0.00","1,888.20","8.00","8.00","234.14","Germany","Xetra","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Nov 9, 1999"
"ECP","ELECTRA CONSUMER PRODUCTS LTD","Consumer Discretionary","Equity","1,873.78","0.00","1,873.78","68.00","68.00","27.74","Israel","Tel Aviv Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","ILS","-","Dec 13, 2010"
"2157","KOSHIDAKA HOLDINGS LTD","Consumer Discretionary","Equity","1,844.95","0.00","1,844.95","297.00","297.00","6.21","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jun 27, 2007"
"2109","MITSUI DM SUGAR LTD","Consumer Staples","Equity","1,816.13","0.00","1,816.13","86.00","86.00","21.09","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"NWL","NEWPRINCES","Consumer Staples","Equity","1,801.71","0.00","1,801.71","95.00","95.00","18.88","Italy","Borsa Italiana","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Oct 29, 2019"
"NTG","NTG NORDIC TRANSPORT GROUP","Industrials","Equity","1,787.30","0.00","1,787.30","59.00","59.00","30.32","Denmark","Omx Nordic Exchange Copenhagen A/S","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","DKK","-","Jun 14, 1996"
"L1G","L1 GROUP LTD","Financials","Equity","1,772.89","0.00","1,772.89","2,273.00","2,273.00","0.78","Australia","Asx - All Markets","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","AUD","-","May 23, 2007"
"ASY","ASSYSTEM SA","Industrials","Equity","1,715.23","0.00","1,715.23","35.00","35.00","48.34","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Oct 27, 1999"
"3106","KURABO INDUSTRIES LTD","Consumer Discretionary","Equity","1,700.82","0.00","1,700.82","24.00","24.00","69.63","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"VSL","VULCAN STEEL LTD","Materials","Equity","1,700.82","0.00","1,700.82","436.00","436.00","3.90","Australia","Asx - All Markets","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","AUD","-","-"
"MRIN","Y D MORE INVESTMENTS LTD","Financials","Equity","1,671.99","0.00","1,671.99","121.00","121.00","13.78","Israel","Tel Aviv Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","ILS","-","Jul 30, 2017"
"EWG","W.A.G PAYMENT SOLUTIONS PLC","Financials","Equity","1,657.58","0.00","1,657.58","1,151.00","1,151.00","1.44","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Oct 8, 2021"
"GUBRA","GUBRA","Health Care","Equity","1,643.16","0.00","1,643.16","31.00","31.00","52.99","Denmark","Omx Nordic Exchange Copenhagen A/S","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","DKK","-","Mar 30, 2023"
"CRSM","CARASSO MOTORS LTD","Consumer Discretionary","Equity","1,628.75","0.00","1,628.75","146.00","146.00","11.17","Israel","Tel Aviv Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","ILS","-","Jun 12, 2011"
"ENGCON B","ENGCON CLASS B","Industrials","Equity","1,585.51","0.00","1,585.51","214.00","214.00","7.40","Sweden","Nasdaq Omx Nordic","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","SEK","-","Jun 17, 2022"
"7944","ROLAND CORP","Consumer Discretionary","Equity","1,571.09","0.00","1,571.09","55.00","55.00","28.74","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jul 2, 1990"
"VAC","PIERRE ET VACANCES SA","Consumer Discretionary","Equity","1,542.27","0.00","1,542.27","724.00","724.00","2.13","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jun 14, 1999"
"9247","TRE HOLDINGS CORP","Industrials","Equity","1,527.85","0.00","1,527.85","168.00","168.00","9.10","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Oct 1, 2021"
"4071","PLUS ALPHA CONSULTING LTD","Information Technology","Equity","1,527.85","0.00","1,527.85","101.00","101.00","15.06","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jun 30, 2021"
"GVYM","GAV-YAM LAND CORP LTD","Real Estate","Equity","1,499.03","0.00","1,499.03","81.00","81.00","18.60","Israel","Tel Aviv Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","ILS","-","May 2, 1996"
"775","CKLIFE SCIENCES INC","Health Care","Equity","1,470.20","0.00","1,470.20","16,336.00","16,336.00","0.09","Hong Kong","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","Jul 16, 2002"
"7433","HAKUTO LTD","Information Technology","Equity","1,455.78","0.00","1,455.78","52.00","52.00","27.83","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Mar 15, 1995"
"ALM.D","DERECHOS ALMIRALL SA","Health Care","Equity","1,405.88","0.00","1,405.88","4,686.00","4,686.00","0.30","Spain","Bolsa De Madrid","CAD","0.00","0.00","-","Jun 15, 2026","0.00","0.00","-","0.00","0.00","0.00","EUR","-","-"
"2384","SBS HOLDINGS INC","Industrials","Equity","1,398.13","0.00","1,398.13","46.00","46.00","30.47","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Dec 15, 2003"
"ASC","ASCOPIAVE","Utilities","Equity","1,398.13","0.00","1,398.13","374.00","374.00","3.74","Italy","Borsa Italiana","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Dec 12, 2006"
"ITM","ITALMOBILIARE","Industrials","Equity","1,369.30","0.00","1,369.30","40.00","40.00","33.81","Italy","Borsa Italiana","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","-"
"7970","SHIN ETSU POLYMER LTD","Materials","Equity","1,340.47","0.00","1,340.47","98.00","98.00","13.73","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"9708","IMPERIAL HOTEL LTD","Consumer Discretionary","Equity","1,311.65","0.00","1,311.65","207.00","207.00","6.35","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jun 3, 1985"
"4432","WINGARC1ST INC","Information Technology","Equity","1,311.65","0.00","1,311.65","83.00","83.00","15.85","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","-"
"2004","SHOWA SANGYO LTD","Consumer Staples","Equity","1,268.41","0.00","1,268.41","63.00","63.00","20.21","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"ADN1","ADESSO K","Information Technology","Equity","1,225.17","0.00","1,225.17","18.00","18.00","69.95","Germany","Xetra","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jun 21, 2000"
"1871","PS CONSTRUCTION LTD","Industrials","Equity","1,210.75","0.00","1,210.75","90.00","90.00","13.40","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"6947","ZUKEN INC","Information Technology","Equity","1,210.75","0.00","1,210.75","40.00","40.00","30.22","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Sep 29, 1989"
"SCHP","SECHE ENVIRONNEMENT SA","Industrials","Equity","1,196.34","0.00","1,196.34","12.00","12.00","95.98","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Nov 28, 1997"
"PAL","PALFINGER AG","Industrials","Equity","1,196.34","0.00","1,196.34","30.00","30.00","39.51","Austria","Wiener Boerse Ag","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jun 4, 1999"
"EQS","EQUASENS SA","Health Care","Equity","1,181.92","0.00","1,181.92","27.00","27.00","43.46","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","-"
"STO3","STO PREF","Materials","Equity","1,138.68","0.00","1,138.68","10.00","10.00","118.29","Germany","Xetra","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jul 10, 1992"
"EGP","EGP CASH","Cash and/or Derivatives","Cash","1,126.84","0.00","1,126.84","438.00","438.00","2.57","Egypt","-","CAD","0.00","15.89","-","-","0.00","0.00","-","15.89","0.00","15.89","EGP","-","Jan 1, 1990"
"INTRUM","INTRUM JUSTITIA","Industrials","Equity","1,124.27","0.00","1,124.27","533.00","533.00","2.11","Sweden","Nasdaq Omx Nordic","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","SEK","-","Jun 7, 2002"
"9267","GENKY DRUGSTORES LTD","Consumer Staples","Equity","1,124.27","0.00","1,124.27","48.00","48.00","23.36","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","-"
"6455","MORITA HOLDINGS CORP","Industrials","Equity","1,109.86","0.00","1,109.86","72.00","72.00","15.47","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"2791","DAIKOKUTEN BUSSAN LTD","Consumer Staples","Equity","1,081.03","0.00","1,081.03","40.00","40.00","26.88","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Dec 16, 2003"
"2342","COMBA TELECOM SYSTEMS LTD","Information Technology","Equity","1,066.61","0.00","1,066.61","6,274.00","6,274.00","0.17","Hong Kong","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","Jul 15, 2003"
"2168","PASONA GROUP INC","Industrials","Equity","1,066.61","0.00","1,066.61","99.00","99.00","10.74","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Dec 3, 2007"
"BRE","BRAZILIAN RARE EARTHS LTD","Materials","Equity","1,066.61","0.00","1,066.61","256.00","256.00","4.16","Australia","Asx - All Markets","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","AUD","-","Dec 21, 2023"
"KWD","KWD CASH","Cash and/or Derivatives","Cash","1,053.84","0.00","1,053.84","2.00","2.00","444.39","Kuwait","-","CAD","0.00","4.14","-","-","0.00","0.00","-","4.14","0.00","4.14","KWD","-","Jan 1, 1990"
"ELCRE","ELECTRA REAL ESTATE LTD","Real Estate","Equity","1,052.20","0.00","1,052.20","62.00","62.00","17.09","Israel","Tel Aviv Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","ILS","-","Aug 30, 2005"
"OU8","CENTURION CORP LTD","Real Estate","Equity","1,037.79","0.00","1,037.79","918.00","918.00","1.13","Singapore","Singapore Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","SGD","-","Jan 26, 1995"
"VGN","VIRGIN AUSTRALIA HOLDINGS LTD","Industrials","Equity","1,037.79","0.00","1,037.79","645.00","645.00","1.61","Australia","Asx - All Markets","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","AUD","-","Jun 25, 2025"
"FIA1S","FINNAIR","Industrials","Equity","1,023.37","0.00","1,023.37","226.00","226.00","4.52","Finland","Nasdaq Omx Helsinki Ltd.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","-"
"2124","JAC RECRUITMENT LTD","Industrials","Equity","1,008.96","0.00","1,008.96","185.00","185.00","5.46","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Sep 22, 2006"
"9658","SUPER HI INTERNATIONAL HOLDING LTD","Consumer Discretionary","Equity","980.13","0.00","980.13","726.00","726.00","1.35","Singapore","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","-"
"-","ELKEM ASA","Materials","Equity","927.64","0.00","927.64","2,319.00","2,319.00","0.40","Norway","Oslo Bors Asa","CAD","-0.60","-","-","Jun 12, 2026","27.00","-0.60","-","-","-0.60","-","NOK","-","-"
"RNK","RANK GROUP PLC","Consumer Discretionary","Equity","922.48","0.00","922.48","694.00","694.00","1.33","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Jan 2, 1985"
"WIIT","WIIT","Information Technology","Equity","864.82","0.00","864.82","22.00","22.00","38.46","Italy","Borsa Italiana","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","-"
"4293","SEPTENI HOLDINGS LTD","Communication","Equity","821.58","0.00","821.58","271.00","271.00","3.03","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Aug 9, 2001"
"OPENZ","OPENDOOR TECHNOLOGIES EQUITY WARRA","Real Estate","Equity","798.56","0.00","798.56","26,020.00","26,020.00","-","United States","NASDAQ","CAD","-0.95","-","-","Nov 20, 2026","17.00","-0.95","-","-","-0.95","-","USD","-","-"
"ASRT","ASSERTIO HOLDINGS CVR INC","Health Care","Equity","798.56","0.00","798.56","146,012.00","146,012.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Aug 1, 2023"
"2232","CRYSTAL INTERNATIONAL GROUP LTD","Consumer Discretionary","Equity","778.34","0.00","778.34","1,038.00","1,038.00","0.75","Hong Kong","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","-"
"6183","BELLSYSTEM24 HOLDINGS INC","Industrials","Equity","778.34","0.00","778.34","84.00","84.00","9.26","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Nov 20, 2015"
"5440","KYOEI STEEL LTD","Materials","Equity","763.93","0.00","763.93","67.00","67.00","11.42","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Dec 19, 2006"
"DXI","DEXUS INDUSTRIA REIT STAPLED UNIT","Real Estate","Equity","735.10","0.00","735.10","427.00","427.00","1.72","Australia","Asx - All Markets","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","AUD","-","Dec 3, 2013"
"BLSR","BLUE SQUARE REAL ESTATE LTD","Real Estate","Equity","720.69","0.00","720.69","5.00","5.00","132.89","Israel","Tel Aviv Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","ILS","-","Jan 17, 2007"
"MEKKO","MARIMEKKO","Consumer Discretionary","Equity","691.86","0.00","691.86","57.00","57.00","12.15","Finland","Nasdaq Omx Helsinki Ltd.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Mar 19, 1999"
"6523","PHC HOLDINGS CORP","Health Care","Equity","677.44","0.00","677.44","105.00","105.00","6.46","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Oct 14, 2021"
"7512","AEON HOKKAIDO CORP","Consumer Staples","Equity","663.03","0.00","663.03","122.00","122.00","5.42","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Sep 19, 1996"
"3201","JAPAN WOOL TEXTILE LTD","Consumer Discretionary","Equity","648.62","0.00","648.62","57.00","57.00","11.37","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"6413","RISO KAGAKU CORP","Information Technology","Equity","648.62","0.00","648.62","107.00","107.00","6.08","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Dec 7, 1989"
"PRSK","PRASHKOVSKY INVESTMENTS & CONSTRUC","Real Estate","Equity","605.38","0.00","605.38","12.00","12.00","52.47","Israel","Tel Aviv Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","ILS","-","Aug 20, 2008"
"9025","KONOIKE TRANSPORT LTD","Industrials","Equity","605.38","0.00","605.38","35.00","35.00","17.32","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Mar 15, 2013"
"9347","NIPPON KANZAI HOLDINGS LTD","Industrials","Equity","605.38","0.00","605.38","34.00","34.00","17.95","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","-"
"7177","GMO FINANCIAL HOLDINGS INC","Financials","Equity","605.38","0.00","605.38","88.00","88.00","6.88","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Apr 1, 2015"
"3028","ALPEN LTD","Consumer Discretionary","Equity","590.96","0.00","590.96","46.00","46.00","12.74","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Mar 24, 2006"
"RTLS","RETAILORS LTD","Consumer Discretionary","Equity","590.96","0.00","590.96","61.00","61.00","9.66","Israel","Tel Aviv Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","ILS","-","May 19, 2021"
"9663","NAGAWA LTD","Consumer Discretionary","Equity","562.13","0.00","562.13","17.00","17.00","32.42","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 20, 1992"
"3636","MITSUBISHI RESEARCH INSTITUTE INC","Information Technology","Equity","547.72","0.00","547.72","19.00","19.00","28.52","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Sep 14, 2009"
"7595","ARGO GRAPHICS INC","Information Technology","Equity","533.31","0.00","533.31","63.00","63.00","8.44","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Nov 19, 1998"
"FILA","FILA","Industrials","Equity","518.89","0.00","518.89","54.00","54.00","9.54","Italy","Borsa Italiana","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","-"
"AZRM","AZORIM INVESTMENT DEVELOPMENT AND","Consumer Discretionary","Equity","490.07","0.00","490.07","88.00","88.00","5.60","Israel","Tel Aviv Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","ILS","-","Oct 25, 1994"
"8892","ES-CON JAPAN LTD","Consumer Discretionary","Equity","490.07","0.00","490.07","69.00","69.00","7.06","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Aug 30, 2001"
"5273","MITANI SEKISAN LTD","Materials","Equity","461.24","0.00","461.24","48.00","48.00","9.65","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Mar 13, 1989"
"8255","AXIAL RETAILING INC","Consumer Staples","Equity","446.82","0.00","446.82","68.00","68.00","6.61","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Dec 6, 1989"
"MYR","MYER HOLDINGS LTD","Consumer Discretionary","Equity","446.82","0.00","446.82","2,628.00","2,628.00","0.17","Australia","Asx - All Markets","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","AUD","-","Nov 2, 2009"
