Fund Holdings as of,"May 20, 2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Par Value,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"CAKE","CHEESECAKE FACTORY INC","Consumer Discretionary","Equity","305,049.58","0.00","305,049.58","57,896.00","57,896.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Sep 18, 1992"
"DOCS","DOXIMITY INC CLASS A","Health Care","Equity","305,049.58","0.00","305,049.58","175,389.00","175,389.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"MGEE","MGE ENERGY INC","Utilities","Equity","305,049.58","0.00","305,049.58","45,991.00","45,991.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"IHH","IHH HEALTHCARE","Health Care","Equity","304,293.88","0.00","304,293.88","97,844.00","97,844.00","3.11","Malaysia","Bursa Malaysia","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","MYR","-","Jul 25, 2012"
"RAMP","LIVERAMP HOLDINGS INC","Information Technology","Equity","304,251.02","0.00","304,251.02","92,270.00","92,270.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"RSI","RUSH STREET INTERACTIVE INC CLASS","Consumer Discretionary","Equity","304,251.02","0.00","304,251.02","125,652.00","125,652.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Apr 13, 2020"
"TARS","TARSUS PHARMACEUTICALS INC","Health Care","Equity","304,251.02","0.00","304,251.02","53,696.00","53,696.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Oct 16, 2020"
"1140","BANK ALBILAD","Financials","Equity","304,237.87","0.00","304,237.87","34,184.00","34,184.00","8.90","Saudi Arabia","Saudi Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","SAR","-","May 3, 2005"
"4613","KANSAI PAINT LTD","Materials","Equity","303,758.02","0.00","303,758.02","15,203.00","15,203.00","19.98","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"2264","MORINAGA MILK INDUSTRY LTD","Consumer Staples","Equity","303,738.44","0.00","303,738.44","7,467.00","7,467.00","40.68","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"ORKA","ORUKA THERAPEUTICS INC","Health Care","Equity","303,452.46","0.00","303,452.46","57,154.00","57,154.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Aug 8, 1997"
"2784","ALFRESA HOLDINGS CORP","Health Care","Equity","303,202.55","0.00","303,202.55","15,784.00","15,784.00","19.21","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Sep 29, 2003"
"7419","NOJIMA CORP","Consumer Discretionary","Equity","303,168.14","0.00","303,168.14","25,055.00","25,055.00","12.10","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Dec 28, 1994"
"DOFG","DOF GROUP","Energy","Equity","302,666.66","0.00","302,666.66","14,572.00","14,572.00","20.77","Norway","Oslo Bors Asa","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","NOK","-","Jun 22, 2023"
"6371","TSUBAKIMOTO CHAIN","Industrials","Equity","302,580.85","0.00","302,580.85","13,031.00","13,031.00","23.22","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"CY6U","CAPITALAND INDIA UNITS TRUST","Real Estate","Equity","302,487.70","0.00","302,487.70","277,512.00","277,512.00","1.09","Singapore","Singapore Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","SGD","-","Aug 1, 2007"
"AKBNK.E","AKBANK A","Financials","Equity","302,368.40","0.00","302,368.40","145,369.00","145,369.00","2.08","Turkey","Istanbul Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","TRY","-","Dec 10, 1990"
"BBDC3","BANCO BRADESCO SA","Financials","Equity","302,135.69","0.00","302,135.69","71,258.00","71,258.00","4.24","Brazil","XBSP","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","BRL","-","Nov 20, 1992"
"4099","SHIKOKU KASEI HOLDINGS CORP","Materials","Equity","301,984.72","0.00","301,984.72","6,324.00","6,324.00","47.75","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"XXI","TWENTY ONE CAPITAL INC CLASS A","Financials","Equity","301,855.34","0.00","301,855.34","443,083.00","443,083.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Dec 9, 2025"
"WERN","WERNER ENTERPRISES INC","Industrials","Equity","301,855.34","0.00","301,855.34","86,288.00","86,288.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jun 20, 1986"
"4205","ZEON JAPAN CORP","Materials","Equity","301,852.83","0.00","301,852.83","16,958.00","16,958.00","17.80","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"NETC","NETCOMPANY GROUP","Information Technology","Equity","301,431.16","0.00","301,431.16","4,171.00","4,171.00","72.26","Denmark","Omx Nordic Exchange Copenhagen A/S","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","DKK","-","-"
"DGII","DIGI INTERNATIONAL INC","Information Technology","Equity","301,056.79","0.00","301,056.79","55,349.00","55,349.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Oct 6, 1989"
"IDYA","IDEAYA BIOSCIENCES INC","Health Care","Equity","301,056.79","0.00","301,056.79","116,059.00","116,059.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","May 23, 2019"
"IBRX","IMMUNITYBIO INC","Health Care","Equity","301,056.79","0.00","301,056.79","427,990.00","427,990.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"UPST","UPSTART HOLDINGS INC","Financials","Equity","301,056.79","0.00","301,056.79","119,268.00","119,268.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Dec 4, 2020"
"INRM","INROM CONSTRUCTION INDUSTRIES LTD","Industrials","Equity","300,772.47","0.00","300,772.47","24,473.00","24,473.00","12.29","Israel","Tel Aviv Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","ILS","-","-"
"2001","NIPPN CORP","Consumer Staples","Equity","300,526.35","0.00","300,526.35","12,444.00","12,444.00","24.15","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"DAVE","DAVE INC CLASS A","Financials","Equity","300,258.23","0.00","300,258.23","14,065.00","14,065.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jan 6, 2023"
"DYN","DYNE THERAPEUTICS INC","Health Care","Equity","300,258.23","0.00","300,258.23","195,443.00","195,443.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Sep 17, 2020"
"RHI","ROBERT HALF","Industrials","Equity","300,258.23","0.00","300,258.23","130,860.00","130,860.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"FUNO11","FIBRA UNO ADMINISTRACION REIT","Real Estate","Equity","300,163.59","0.00","300,163.59","128,826.00","128,826.00","2.33","Mexico","Bolsa Mexicana De Valores","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","MXN","-","Mar 18, 2011"
"FORTIS","FORTIS HEALTHCARE LTD","Health Care","Equity","299,928.13","0.00","299,928.13","21,687.00","21,687.00","13.83","India","National Stock Exchange Of India","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","INR","-","May 9, 2007"
"TRUE.R","TRUE CORPORATION NON-VOTING DR PCL","Communication","Equity","299,743.68","0.00","299,743.68","491,383.00","491,383.00","0.61","Thailand","Stock Exchange Of Thailand","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","THB","-","-"
"2313","SHENZHOU INTERNATIONAL GROUP LTD","Consumer Discretionary","Equity","299,686.60","0.00","299,686.60","37,792.00","37,792.00","7.93","China","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","Nov 24, 2005"
"4114","NIPPON SHOKUBAI LTD","Materials","Equity","299,638.28","0.00","299,638.28","17,122.00","17,122.00","17.50","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"2531","TAKARA HOLDINGS INC","Consumer Staples","Equity","299,559.97","0.00","299,559.97","18,024.00","18,024.00","16.62","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"SMG","SCOTTS MIRACLE GRO","Materials","Equity","299,459.67","0.00","299,459.67","58,653.00","58,653.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Dec 29, 1995"
"UI","UBIQUITI INC","Information Technology","Equity","299,459.67","0.00","299,459.67","5,706.00","5,706.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"WT","WISDOMTREE INC","Financials","Equity","299,459.67","0.00","299,459.67","177,858.00","177,858.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Dec 4, 1991"
"PRN","PERENTI LTD","Materials","Equity","299,021.08","0.00","299,021.08","149,511.00","149,511.00","2.00","Australia","Asx - All Markets","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","AUD","-","Jan 6, 1994"
"CAR","AVIS BUDGET GROUP INC","Industrials","Equity","298,661.11","0.00","298,661.11","22,329.00","22,329.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"4938","PEGATRON CORP","Information Technology","Equity","298,344.06","0.00","298,344.06","89,058.00","89,058.00","3.35","Taiwan","Taiwan Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","TWD","-","Jun 24, 2010"
"016360","SAMSUNG SECURITIES LTD","Financials","Equity","298,344.01","0.00","298,344.01","2,903.00","2,903.00","102.77","Korea (South)","Korea Exchange (Stock Market)","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","KRW","-","Aug 19, 1992"
"6460","SEGA SAMMY HOLDINGS INC","Consumer Discretionary","Equity","298,234.32","0.00","298,234.32","15,032.00","15,032.00","19.84","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Oct 1, 2004"
"ASHOKLEY","ASHOK LEYLAND LTD","Industrials","Equity","298,170.60","0.00","298,170.60","136,776.00","136,776.00","2.18","India","National Stock Exchange Of India","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","INR","-","Nov 3, 1994"
"JST","JOST WERKE","Industrials","Equity","298,114.10","0.00","298,114.10","3,395.00","3,395.00","87.82","Germany","Xetra","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jul 20, 2017"
"018260","SAMSUNG SDS LTD","Information Technology","Equity","298,018.55","0.00","298,018.55","1,983.00","1,983.00","150.28","Korea (South)","Korea Exchange (Stock Market)","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","KRW","-","-"
"7380","JUROKU FINANCIAL GROUP INC","Financials","Equity","297,957.46","0.00","297,957.46","16,683.00","16,683.00","17.86","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Oct 1, 1969"
"MTX","MINERALS TECHNOLOGIES INC","Materials","Equity","297,862.55","0.00","297,862.55","44,798.00","44,798.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Oct 23, 1992"
"MFSL","MAX FINANCIAL SERVICES LTD","Financials","Equity","297,814.93","0.00","297,814.93","12,909.00","12,909.00","23.07","India","National Stock Exchange Of India","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","INR","-","Jul 13, 1995"
"601288","AGRICULTURAL BANK OF CHINA LTD A","Financials","Equity","297,114.02","0.00","297,114.02","226,805.00","226,805.00","1.31","China","Shanghai Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","CNY","-","Jul 15, 2010"
"8522","BANK OF NAGOYA LTD","Financials","Equity","297,101.06","0.00","297,101.06","5,630.00","5,630.00","52.77","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Dec 6, 1988"
"EWTX","EDGEWISE THERAPEUTICS INC","Health Care","Equity","297,063.99","0.00","297,063.99","103,505.00","103,505.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"PIDILITIND","PIDILITE INDUSTRIES LTD","Materials","Equity","296,825.29","0.00","296,825.29","14,367.00","14,367.00","20.66","India","National Stock Exchange Of India","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","INR","-","Jul 24, 1995"
"ICICIGI","ICICI LOMBARD GENERAL INSURANCE CO","Financials","Equity","296,396.62","0.00","296,396.62","11,701.00","11,701.00","25.33","India","National Stock Exchange Of India","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","INR","-","Sep 27, 2017"
"FTAL","FATTAL HOLDINGS LTD","Consumer Discretionary","Equity","296,387.87","0.00","296,387.87","823.00","823.00","360.27","Israel","Tel Aviv Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","ILS","-","-"
"SRE","SIRIUS REAL ESTATE LIMITED LTD","Real Estate","Equity","296,359.04","0.00","296,359.04","160,194.00","160,194.00","1.85","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","May 1, 2007"
"AEO","AMERICAN EAGLE OUTFITTERS INC","Consumer Discretionary","Equity","296,265.43","0.00","296,265.43","206,380.00","206,380.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Apr 14, 1994"
"DNOW","DNOW INC","Industrials","Equity","296,265.43","0.00","296,265.43","256,438.00","256,438.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"WHR","WHIRLPOOL CORP","Consumer Discretionary","Equity","296,265.43","0.00","296,265.43","81,598.00","81,598.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"BME","B&M EUROPEAN VALUE RETAIL PLC","Consumer Discretionary","Equity","296,257.06","0.00","296,257.06","97,453.00","97,453.00","3.04","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","-"
"FIBRAPL14","PROLOGIS PROPERTY MEXICO REIT","Real Estate","Equity","296,240.78","0.00","296,240.78","46,579.00","46,579.00","6.36","Mexico","Bolsa Mexicana De Valores","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","MXN","-","-"
"2343","PACIFIC BASIN SHIPPING LTD","Industrials","Equity","296,069.68","0.00","296,069.68","501,813.00","501,813.00","0.59","Hong Kong","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","Jul 14, 2004"
"FAN","VOLUTION GROUP PLCINARY","Industrials","Equity","295,948.79","0.00","295,948.79","26,710.00","26,710.00","11.08","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","-"
"9626","BILIBILI INC","Communication","Equity","295,744.03","0.00","295,744.03","11,340.00","11,340.00","26.08","China","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","Mar 29, 2021"
"BUOU","FRASERS LOGISTICS & COMMERCIAL TRU","Real Estate","Equity","295,634.69","0.00","295,634.69","287,024.00","287,024.00","1.03","Singapore","Singapore Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","SGD","-","Jan 1, 2001"
"CNK","CINEMARK HOLDINGS INC","Communication","Equity","295,466.87","0.00","295,466.87","128,022.00","128,022.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Apr 24, 2007"
"DBRG","DIGITALBRIDGE GROUP INC CLASS A","Financials","Equity","295,466.87","0.00","295,466.87","214,743.00","214,743.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"EFSC","ENTERPRISE FINANCIAL SERVICES CORP","Financials","Equity","295,466.87","0.00","295,466.87","55,931.00","55,931.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Apr 26, 2001"
"U10","UOB KAY HIAN HOLDINGS LTD","Financials","Equity","295,171.53","0.00","295,171.53","70,112.00","70,112.00","4.21","Singapore","Singapore Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","SGD","-","Oct 23, 2000"
"BPCL","BHARAT PETROLEUM LTD","Energy","Equity","294,213.20","0.00","294,213.20","70,555.00","70,555.00","4.17","India","National Stock Exchange Of India","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","INR","-","Jul 7, 1994"
"DBD","DIEBOLD NIXDORF INC","Information Technology","Equity","293,869.75","0.00","293,869.75","46,994.00","46,994.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"EEFT","EURONET WORLDWIDE INC","Financials","Equity","293,869.75","0.00","293,869.75","49,538.00","49,538.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Mar 7, 1997"
"BRE","FRENI BREMBO NV","Consumer Discretionary","Equity","293,556.53","0.00","293,556.53","18,199.00","18,199.00","16.13","Italy","Borsa Italiana","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","-"
"GNC","GREENCORE GROUP PLC","Consumer Staples","Equity","293,504.04","0.00","293,504.04","66,705.00","66,705.00","4.40","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","May 22, 1991"
"TPK","TRAVIS PERKINS PLC","Industrials","Equity","293,399.06","0.00","293,399.06","30,562.00","30,562.00","9.60","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","-"
"PAAL B","PER AARSLEFF HOLDING CLASS B","Industrials","Equity","293,081.29","0.00","293,081.29","1,856.00","1,856.00","157.90","Denmark","Omx Nordic Exchange Copenhagen A/S","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","DKK","-","-"
"HOG","HARLEY DAVIDSON INC","Consumer Discretionary","Equity","293,071.19","0.00","293,071.19","140,512.00","140,512.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jul 8, 1986"
"NTCT","NETSCOUT SYSTEMS INC","Information Technology","Equity","293,071.19","0.00","293,071.19","86,580.00","86,580.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Aug 12, 1999"
"7173","TOKYO KIRABOSHI FINANCIAL GROUP IN","Financials","Equity","292,305.12","0.00","292,305.12","3,184.00","3,184.00","91.79","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Oct 1, 2014"
"HUFV A","HUFVUDSTADEN CLASS A","Real Estate","Equity","291,896.37","0.00","291,896.37","15,502.00","15,502.00","18.83","Sweden","Nasdaq Omx Nordic","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","SEK","-","Oct 3, 1989"
"2607","FUJI OIL LTD","Consumer Staples","Equity","291,677.17","0.00","291,677.17","9,476.00","9,476.00","30.78","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"BURE","BURE EQUITY","Financials","Equity","290,956.90","0.00","290,956.90","6,864.00","6,864.00","42.39","Sweden","Nasdaq Omx Nordic","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","SEK","-","Oct 1, 1993"
"VISN","VISTANCE NETWORKS INC","Information Technology","Equity","290,675.52","0.00","290,675.52","286,065.00","286,065.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"HUBG","HUB GROUP INC CLASS A","Industrials","Equity","290,675.52","0.00","290,675.52","81,543.00","81,543.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Mar 13, 1996"
"EPR","EUROPRIS","Consumer Discretionary","Equity","290,464.25","0.00","290,464.25","21,233.00","21,233.00","13.68","Norway","Oslo Bors Asa","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","NOK","-","Jun 12, 2015"
"JUP","JUPITER FUND MANAGEMENT PLC","Financials","Equity","290,150.81","0.00","290,150.81","99,367.00","99,367.00","2.92","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Jun 16, 2010"
"ACAD","ACADIA PHARMACEUTICALS INC","Health Care","Equity","289,876.96","0.00","289,876.96","157,943.00","157,943.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","May 27, 2004"
"PENG","PENGUIN SOLUTIONS INC","Information Technology","Equity","289,876.96","0.00","289,876.96","69,492.00","69,492.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"SHAK","SHAKE SHACK INC CLASS A","Consumer Discretionary","Equity","289,876.96","0.00","289,876.96","52,133.00","52,133.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jan 29, 2015"
"2099","CHINA GOLD INTERNATIONAL RESOURCES","Materials","Equity","289,666.33","0.00","289,666.33","10,709.00","10,709.00","27.05","China","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","Dec 1, 2010"
"SNR","SENIOR PLC","Industrials","Equity","289,659.66","0.00","289,659.66","55,068.00","55,068.00","5.26","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Jan 2, 1985"
"BSEN","BET SHEMESH ENGINES HOLDINGS LTD","Industrials","Equity","289,312.65","0.00","289,312.65","823.00","823.00","351.56","Israel","Tel Aviv Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","ILS","-","Feb 22, 1998"
"D01","DFI RETAIL GROUP HOLDINGS LTD","Consumer Staples","Equity","289,271.16","0.00","289,271.16","50,396.00","50,396.00","5.74","Hong Kong","Singapore Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Feb 11, 1987"
"3105","WIN SEMICONDUCTORS CORP","Information Technology","Equity","288,991.77","0.00","288,991.77","14,920.00","14,920.00","19.37","Taiwan","Gretai Securities Market","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","TWD","-","Nov 5, 2009"
"HVN","HARVEY NORMAN HOLDINGS LTD","Consumer Discretionary","Equity","288,385.01","0.00","288,385.01","67,537.00","67,537.00","4.27","Australia","Asx - All Markets","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","AUD","-","Jul 14, 1989"
"APAM","ARTISAN PARTNERS ASSET MANAGEMENT","Financials","Equity","288,279.84","0.00","288,279.84","90,370.00","90,370.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Mar 7, 2013"
"MAIR","MADISON AIR SOLUTIONS CORP CLASS A","Industrials","Equity","288,279.84","0.00","288,279.84","88,547.00","88,547.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Apr 16, 2026"
"BHARATFORG","BHARAT FORGE LTD","Consumer Discretionary","Equity","287,615.21","0.00","287,615.21","10,736.00","10,736.00","26.79","India","National Stock Exchange Of India","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","INR","-","Nov 18, 1992"
"3908","CHINA INTERNATIONAL CAPITAL CORP L","Financials","Equity","287,586.09","0.00","287,586.09","81,010.00","81,010.00","3.55","China","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","-"
"VEDL","VEDANTA LTD","Materials","Equity","287,494.44","0.00","287,494.44","60,653.00","60,653.00","4.74","India","National Stock Exchange Of India","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","INR","-","Mar 8, 1989"
"AMS","AMS-OSRAM AG","Information Technology","Equity","287,402.70","0.00","287,402.70","8,183.00","8,183.00","35.12","Switzerland","SIX Swiss Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","CHF","-","-"
"1662","JAPAN PETROLEUM EXPLORATION LTD","Energy","Equity","286,565.21","0.00","286,565.21","16,394.00","16,394.00","17.48","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Dec 10, 2003"
"6147","CHIPBOND TECHNOLOGY CORP","Information Technology","Equity","286,233.65","0.00","286,233.65","30,613.00","30,613.00","9.35","Taiwan","Gretai Securities Market","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","TWD","-","Jan 31, 2002"
"PPH","PEPKOR HOLDINGS SHS LTD","Consumer Discretionary","Equity","286,225.43","0.00","286,225.43","157,267.00","157,267.00","1.82","South Africa","Johannesburg Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","ZAR","-","-"
"BCC","BOISE CASCADE","Industrials","Equity","285,884.16","0.00","285,884.16","48,613.00","48,613.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Feb 6, 2013"
"CWT","CALIFORNIA WATER SERVICE GROUP","Utilities","Equity","285,884.16","0.00","285,884.16","75,330.00","75,330.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"MPT","MEDICAL PROPERTIES TRUST REIT INC","Real Estate","Equity","285,884.16","0.00","285,884.16","639,510.00","639,510.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jul 8, 2005"
